iter	RMSE
250	0.07816878249
251	0.07795283829
252	0.07773913687
253	0.07765242783
254	0.07753339476
255	0.07740753711
256	0.07723322722
257	0.07704347994
258	0.07696696426
259	0.07684290087
260	0.07675066986
261	0.07664794226
262	0.07642133725
263	0.07625580007
264	0.07613976707
265	0.07599374838
266	0.07581891922
267	0.07558247774
268	0.07548522761
269	0.07538447339
270	0.07523165078
271	0.07508476426
272	0.07497480188
273	0.0748571317
274	0.07469232502
275	0.07460679797
276	0.07451367082
277	0.07432735398
278	0.07424940883
279	0.07408998851
280	0.07386701604
281	0.07374397368
282	0.0735811273
283	0.07347113399
284	0.07339589282
285	0.07319858233
286	0.07309139437
287	0.07298090855
288	0.07287260915
289	0.07268995844
290	0.07260890687
291	0.07240196009
292	0.07225804762
293	0.07213674965
294	0.07200926732
295	0.0719488682
296	0.07178563658
297	0.07167783706
298	0.07157488866
299	0.07151311933
300	0.07140262883
301	0.07134280457
302	0.07124387191
303	0.07118552607
304	0.07104331261
305	0.0709226638
306	0.07075926502
307	0.07068973295
308	0.07060083905
309	0.07050291433
310	0.07039737119
311	0.07030939629
312	0.07021740944
313	0.07015565477
314	0.07005114428
315	0.06992491681
316	0.06975030499
317	0.06965204092
318	0.06950897451
319	0.0694312681
320	0.06933947042
321	0.06921118489
322	0.06907442278
323	0.0689940688
324	0.06884475824
325	0.06873904903
326	0.06864326463
327	0.06850960529
328	0.06835565863
329	0.06821169718
330	0.06810528535
331	0.06798954056
332	0.06788659792
333	0.06775569149
334	0.06756522374
335	0.06745039273
336	0.06741313536
337	0.0673234843
338	0.06721303532
339	0.06711311009
340	0.06706545062
341	0.066959145
342	0.06688806265
343	0.06671745761
344	0.06658774944
345	0.06651226978
346	0.06643773963
347	0.06636733072
348	0.06629880223
349	0.06615828025
350	0.0660403244
351	0.06595828314
352	0.06587222506
353	0.06579297314
354	0.06567345892
355	0.06564375761
356	0.06556974613
357	0.06543745735
358	0.06535914241
359	0.06523866994
360	0.06517300257
361	0.0651064678
362	0.06503018027
363	0.06497128265
364	0.064900508
365	0.06480695182
366	0.06475655963
367	0.06468782677
368	0.0645996873
369	0.06450062402
370	0.06437535004
371	0.06429002312
372	0.06419634501
373	0.06411991992
374	0.06398310095
375	0.06386731741
376	0.06377203368
377	0.06370007439
378	0.06357394992
379	0.06351928666
380	0.06345095864
381	0.06338175941
382	0.06329917337
383	0.06322918551
384	0.06313748588
385	0.06307098912
386	0.06300620464
387	0.06291422998
388	0.06281756261
389	0.06273714375
390	0.06266654625
391	0.06257667267
392	0.06250375476
393	0.06243481092
394	0.062354463
395	0.06229773912
396	0.06216489724
397	0.06210573333
398	0.06201250536
399	0.06195520402
400	0.06190192245
401	0.06179433732
402	0.06169922597
403	0.06159990167
404	0.0615015589
405	0.06141350786
406	0.06136469962
407	0.06130662276
408	0.0612289498
409	0.06116327363
410	0.06105509636
411	0.06091337306
412	0.06082952625
413	0.06075710397
414	0.06062350802
415	0.06055537495
416	0.06049898571
417	0.06041581706
418	0.06032466107
419	0.0602581244
420	0.06020780246
421	0.06015467869
422	0.0601072824
423	0.06004019408
424	0.05995628128
425	0.05988096385
426	0.05982700706
427	0.05974307868
428	0.05966694259
429	0.0596193231
430	0.05955148773
431	0.05944872112
432	0.05938901367
433	0.0593455485
434	0.05921013171
435	0.05915363751
436	0.05905733672
437	0.0589555875
438	0.05888975461
439	0.05881376483
440	0.05874332189
441	0.05867828023
442	0.05854732964
443	0.05845078707
444	0.05838306947
445	0.05833772036
446	0.05822705614
447	0.0581760014
448	0.05810386081
449	0.05800336666
450	0.0579053554
451	0.05784668675
452	0.0577732334
453	0.05764028812
454	0.05755717319
455	0.05747770104
456	0.05742895539
457	0.05734673342
458	0.05726609846
459	0.05723163327
460	0.05720413887
461	0.05712011708
462	0.057021452
463	0.05694183359
464	0.05688977796
465	0.05680982122
466	0.0567196651
467	0.05667472533
468	0.0565676131
469	0.0565087454
470	0.05640915153
471	0.05635266146
472	0.05625691595
473	0.05613517763
474	0.05602813949
475	0.05599313472
476	0.05592330665
477	0.05585497406
478	0.05579468205
479	0.0557307091
480	0.05564158683
481	0.05553710223
482	0.05550336568
483	0.05545398364
484	0.05537488594
485	0.05527950779
486	0.05524300938
487	0.05518415988
488	0.05510962985
489	0.05501738876
490	0.05494016529
491	0.05485277848
492	0.05476177846
493	0.05463507875
494	0.05458315293
495	0.05450817437
496	0.05441809961
497	0.05432069167
498	0.05426475486
499	0.05421411379
500	0.05413124254
501	0.05403642192
502	0.05395928014
503	0.05391700202
504	0.05387470669
505	0.05379516434
506	0.05370561074
507	0.05365669304
508	0.05359632442
509	0.05357213467
510	0.05351716398
511	0.05347856716
512	0.05338941154
513	0.05331000566
514	0.0532571113
515	0.05319823607
516	0.05314993598
517	0.05310528661
518	0.05307662664
519	0.05300937511
520	0.05297062399
521	0.05292211341
522	0.05287720278
523	0.05280603192
524	0.0526924805
525	0.05263313381
526	0.0525742672
527	0.05250992206
528	0.05244392274
529	0.05237341303
530	0.05226067432
531	0.05218737285
532	0.05212319073
533	0.05207085777
534	0.05199622777
535	0.05191318738
536	0.05183413867
537	0.0517371406
538	0.05167444451
539	0.05164324119
540	0.05157402599
541	0.05153576469
542	0.05149016814
543	0.05143636764
544	0.05138938408
545	0.05132901929
546	0.05127349093
547	0.05122218323
548	0.0511681478
549	0.05107150025
550	0.05099134513
551	0.05095478662
552	0.05088533681
553	0.05082981654
554	0.05075722638
555	0.05070077538
556	0.05064058437
557	0.05057184056
558	0.05052886227
559	0.05048221333
560	0.05041103285
561	0.05035295044
562	0.05029732574
563	0.05026760497
564	0.05021152216
565	0.05017891989
566	0.05011011683
567	0.05001677229
568	0.0499755814
569	0.04991291749
570	0.04984152225
571	0.04978849816
572	0.04976130935
573	0.04970298864
574	0.04962388915
575	0.0495926454
576	0.04957197188
577	0.04949756687
578	0.04943425306
579	0.04934872107
580	0.04927115777
581	0.04919962909
582	0.04914916522
583	0.04908188003
584	0.04903450938
585	0.04898590914
586	0.04891763481
587	0.04888911205
588	0.04879700854
589	0.04872887935
590	0.0486730717
591	0.04861599236
592	0.04857660436
593	0.04853247894
594	0.04845984948
595	0.04841857736
596	0.04835018478
597	0.0483107301
598	0.04826581746
599	0.04822175756
600	0.04816933035
601	0.048120106
602	0.04807074758
603	0.04800913579
604	0.04794275727
605	0.04789309415
606	0.04781512371
607	0.04774269594
608	0.04770413742
609	0.04765696321
610	0.04760366898
611	0.04753694079
612	0.04750336948
613	0.04746584233
614	0.04741765268
615	0.04737373907
616	0.04732828299
617	0.04729894827
618	0.04725464241
619	0.04721322377
620	0.04716107754
621	0.04708600899
622	0.04704792708
623	0.0470027214
624	0.04694586675
625	0.04688951532
626	0.04685087986
627	0.04683773636
628	0.04681169226
629	0.0467618313
630	0.04668457481
631	0.04662266237
632	0.04657442407
633	0.04654260632
634	0.04649077512
635	0.0464613973
636	0.04643278723
637	0.04640081686
638	0.0463274038
639	0.04624857643
640	0.04617546913
641	0.04610808714
642	0.04606938208
643	0.04601646699
644	0.04594968555
645	0.04589993241
646	0.04586644783
647	0.04580995296
648	0.04575564297
649	0.045678028
650	0.04562361808
651	0.04557425283
652	0.04551567996
653	0.04548491152
654	0.04540953779
655	0.04535357364
656	0.04527495613
657	0.04521387376
658	0.04517910066
659	0.04515081301
660	0.04509218499
661	0.04504520256
662	0.04495353217
663	0.0449169637
664	0.0448615295
665	0.04479223054
666	0.04473967786
667	0.04468983906
668	0.04466339335
669	0.04460702077
670	0.04456983109
671	0.04453280602
672	0.04447770333
673	0.04444543372
674	0.04436402799
675	0.04432330695
676	0.04426785776
677	0.04423021141
678	0.04418489628
679	0.04414088155
680	0.04411203618
681	0.04409513611
682	0.04404892777
683	0.04401305287
684	0.04397431923
685	0.04393354331
